Tests,Results,LogTests,LogResults
10,0.016890203952789305,1.0,-1.7723651061994956
110,0.02513542175292969,2.041392685158225,-1.599713823249377
210,0.01993826627731323,2.322219294733919,-1.700312608257618
310,0.03517944812774658,2.4913616938342726,-1.4537109777538928
410,0.0316315770149231,2.6127838567197355,-1.499879155482131
510,0.02048835754394531,2.707570176097936,-1.688492855566199
610,0.025485503673553466,2.7853298350107667,-1.5937067789682133
710,0.019238996505737304,2.851258348719075,-1.715817584241374
810,0.01729004383087158,2.9084850188786495,-1.7622039057728363
910,0.017839908599853516,2.9590413923210934,-1.7486073749980655
1010,0.019239139556884766,3.004321373782642,-1.715814355066038
1110,0.018189764022827147,3.045322978786657,-1.7401729350348552
1210,0.021437835693359376,3.0827853703164494,-1.6688190619772532
1310,0.019038963317871093,3.117271295655764,-1.7203567028835485
1410,0.018789255619049074,3.1492191126553797,-1.726090425165206
1510,0.017889797687530518,3.1789769472931693,-1.7473945707621925
1610,0.020787954330444336,3.2068258760318495,-1.6821882459600979
1710,0.019688832759857177,3.2329961103921536,-1.7057800299756034
1810,0.02133779525756836,3.257678574869184,-1.6708504563706836
1910,0.02078806161880493,3.281033367247727,-1.6821860045359538
2010,0.019238746166229247,3.3031960574204886,-1.7158232353559875
2110,0.018789458274841308,3.3242824552976926,-1.7260857410085026
2210,0.020788276195526124,3.34439227368511,-1.68218152172237
2310,0.02138768434524536,3.363611979892144,-1.6698362341532256
2410,0.017589652538299562,3.382017042574868,-1.754742739404937
2510,0.018688809871673585,3.3996737214810375,-1.7284183541921647
2610,0.019338655471801757,3.4166405073382804,-1.7135737237109008
2710,0.017839586734771727,3.4329692908744054,-1.748615210547735
2810,0.0192887544631958,3.4487063199050794,-1.7146958152397587
2910,0.018189144134521485,3.463892988985907,-1.7401877355928823
3010,0.01883876323699951,3.4785664955938436,-1.7249476119983995
3110,0.019138908386230467,3.492760389026837,-1.7180828364314933
3210,0.020387935638427734,3.5065050324048714,-1.6906267460819464
3310,0.025285720825195312,3.519827993775718,-1.5971246613336867
3410,0.030432915687561034,3.5327543789924976,-1.51665643717985
3510,0.021387457847595215,3.545307116465824,-1.6698408333982349
3610,0.021287643909454347,3.5575072019056577,-1.6718724030870917
3710,0.021087872982025146,3.5693739096150456,-1.6759672229515863
3810,0.0207383394241333,3.580924975675619,-1.6832260217082269
3910,0.021387600898742677,3.5921767573958667,-1.6698379286062464
4010,0.02203739881515503,3.6031443726201817,-1.656839668753686
4110,0.020188498497009277,3.613841821876069,-1.6948959801505818
4210,0.020088601112365722,3.6242820958356683,-1.6970503046819547
4310,0.022737288475036622,3.634477270160731,-1.643261328150634
4410,0.02028881311416626,3.644438589467838,-1.692743358242404
4510,0.02343677282333374,3.6541765418779604,-1.6301021896466186
4610,0.02213749885559082,3.663700925389648,-1.6548714482529405
4710,0.021437907218933107,3.6730209071288957,-1.6688176129918886
4810,0.022037410736083986,3.6821450763738315,-1.656839433826129
4910,0.02228734493255615,3.691081492122968,-1.651941665473099
