Tests,Results,LogTests,LogResults
10,0.014991044998168945,1.0,-1.8241680922271082
110,0.01461702585220337,2.041392685158225,-1.8351409849277547
210,0.014739990234375,2.322219294733919,-1.8315028042082055
310,0.015115916728973389,2.4913616938342726,-1.8205655092032216
410,0.016614794731140137,2.6127838567197355,-1.7795050198793312
510,0.014865845441818237,2.707570176097936,-1.8278103868105084
610,0.014865785837173462,2.7853298350107667,-1.8278121281188193
710,0.014490842819213867,2.851258348719075,-1.838906354274235
810,0.016115844249725342,2.9084850188786495,-1.7927469384673091
910,0.016115397214889526,2.9590413923210934,-1.7927589854598296
1010,0.018239617347717285,3.004321373782642,-1.7389842770557415
1110,0.01561582088470459,3.045322978786657,-1.8064351810574129
1210,0.015490710735321045,3.0827853703164494,-1.8099286557497127
1310,0.01524043083190918,3.117271295655764,-1.8170027557473316
1410,0.016240417957305908,3.1492191126553797,-1.7894027981111067
1510,0.015865802764892578,3.1789769472931693,-1.7995379489311731
1610,0.017114877700805664,3.2068258760318495,-1.7666261998889443
1710,0.01586511731147766,3.2329961103921536,-1.7995567122468938
1810,0.017239779233932495,3.257678574869184,-1.7634682998859457
1910,0.018364250659942627,3.281033367247727,-1.7360267880315352
2010,0.016490250825881958,3.3031960574204886,-1.7827727384447478
2110,0.017864495515823364,3.3242824552976926,-1.7480092435414545
2210,0.020488440990447998,3.34439227368511,-1.688491086743014
2310,0.017115116119384766,3.363611979892144,-1.766620149997505
2410,0.01736515760421753,3.382017042574868,-1.7603212707274547
2510,0.022486209869384766,3.3996737214810375,-1.6480837402747472
2610,0.020487308502197266,3.4166405073382804,-1.6885150928151091
2710,0.018612802028656006,3.4329692908744054,-1.730188241915956
2810,0.020862847566604614,3.4487063199050794,-1.680626415081966
2910,0.019988447427749634,3.463892988985907,-1.6992209377351595
3010,0.020112931728363037,3.4785664955938436,-1.6965246205693143
3110,0.019862860441207886,3.492760389026837,-1.7019582087923764
3210,0.01861444115638733,3.5065050324048714,-1.7301499976588797
3310,0.021237611770629883,3.519827993775718,-1.6728943224847548
3410,0.026234984397888184,3.5327543789924976,-1.5811191897432515
3510,0.026609212160110474,3.545307116465824,-1.574967983756834
3610,0.0238611102104187,3.5575072019056577,-1.6223093533294872
3710,0.023860841989517212,3.5693739096150456,-1.6223142352277364
3810,0.025859922170639038,3.580924975675619,-1.5873727865288212
3910,0.024735748767852783,3.5921767573958667,-1.606674938712986
4010,0.02536049485206604,3.6031443726201817,-1.5958422764438982
4110,0.026859402656555176,3.613841821876069,-1.570903650112821
4210,0.028108805418014526,3.6242820958356683,-1.5511576108631544
4310,0.031231701374053955,3.634477270160731,-1.5054043565563242
4410,0.036853671073913574,3.644438589467838,-1.4335192446371277
4510,0.03185716271400452,3.6541765418779604,-1.4967929062662784
4610,0.03647923469543457,3.663700925389648,-1.4379542813917605
4710,0.03835323452949524,3.6730209071288957,-1.4161980038382025
4810,0.03273138403892517,3.6821450763738315,-1.485035630263047
4910,0.03173169493675232,3.691081492122968,-1.4985067296008465
